name,arabic_name
Ali Saad Al-Horaizi Trad. Est.,Úáí ÓÚÏ ÇáÍÑíÒí ØÑÇÏ. ãÄÓÓå.
Shehri Shops,ãÍáÇÊ ÔåÑí
Asar Al-Bukhary Restaurant,ãØÚã ÚÕÑ ÇáÈÎÇÑí
Nabeel Al-Awadhi,äÈíá ÇáÚæÖí
Asar Al-Hadeth Restaurant,ãØÚã ÚÕÑ ÇáÍÏíË
Shamel Saving,ÇáÔÇãá ááÊæÝíÑ
Taba Gardens Restaurant,ãØÚã ØÇÈÇ ÌÇÑÏäÒ
Dalia Fertilizer,ÏÇáíÉ ÓãÇÏ
Mezbaan Darbar Restaurant,ãØÚã ãÒÈÇä ÏÑÈÇÑ
Amiantek,ÃãíÇäÊíß
Diwaniya,ÇáÏíæÇäíÉ
Oriental Palace,ÇáÞÕÑ ÇáÔÑÞí
Turkish Mazaya Pastry,ãÚÌäÇÊ ãÒÇíÇ ÇáÊÑßíÉ
Shubra,ÔÈÑÇ
Show Piece Grill,ÚÑÖ ÞØÚÉ ÇáÔæÇíÉ
House Ware,ÃÏæÇÊ ãäÒáíÉ
Mashtan Cafï¿½teria,ãÔÊÇä ßÇÝíå¿1/2 ÊíÑíÇ
Jar Alqamar,ÌÇÑ ÇáÞãÑ
Chef Al-Hadramy,ÇáÔíÝ ÇáÍÖÑãí
Sameeh Pastry and Restaurant,ÓãíÍ ááÍáæíÇÊ æÇáãØÚã
Saudi Railways Organization,ÇáåíÆÉ ÇáÚÇãÉ ááÓßß ÇáÍÏíÏíÉ
Sahra Charcoal,ÝÍã ÕÍÑÇÁ
Muslim Bori Nursery,ÍÖÇäÉ ãÓáã ÈæÑí
Fouad Ali Bin Moh. Alhmla Est.,ÝÄÇÏ Úáí Èä ãæÍ. ãÄÓÓÉ ÇáÍãáÇ
Blue Bird,Èáæ ÈíÑÏ
Shahad Al-Zafran Roasty,ÔåÏ ÇáÒÚÝÑÇä ÑæÓÊí
Dana Al-Maarif,ÏÇäÉ ÇáãÚÇÑÝ
Sallati,ÓáÇÊí
Emmawash Restaurant,ãØÚã Emmawash
Ramisis Kennel,ÈíÊ ÑÇãíÓíÓ
Alkyaf Nuts,ÇáãßÓÑÇÊ ÇáÃáßÇÝ
Lena Mart,áíäÇ ãÇÑÊ
The Farm,ÇáãÒÑÚÉ
Sugar,ÓßÑ
Sun City For Nuts,Õä ÓíÊí ááãßÓÑÇÊ
Faraby Medical Center,ãÑßÒ ÝÇÑÇÈí ÇáØÈí
Turath AL-Sharq,ÊÑÇË ÇáÔÑÞ
Phoenex Charcoal,ÝÍã ÝíäíßÓ
Gwazween Trading Est.,ãÄÓÓÉ ÛæÒæíä ááÊÌÇÑÉ
PM,ÑÆíÓ ÇáæÒÑÇÁ
Mento,ãíäÊæ
Hometale,ÍßÇíÉ ãäÒáíÉ
Hassan Hassan Al-Dahan,ÍÓä ÍÓä ÇáÏåÇä
Ehraz Advertizing Agency,æßÇáÉ ÅÍÑÇÒ ááÅÚáÇä
Strawberry Corner,Ñßä ÇáÝÑÇæáÉ
Khamis Uniforms,Òí ÎãíÓ
Bashair Gifts,åÏÇíÇ ÈÔíÑ
Gourmandise Burger,ÌæÑãÇäÏíÒ ÈÑÌÑ
Choco Crepe,ßÑíÈ Ôæßæ
Alam Al-Kaeef,ÚÇáã ÇáßíÝ
Wasan Sweet,æÓÇä ÓæíÊ
Prestige Image,ÕæÑÉ ÈÑÓÊíÌ
Prime Muscles,ÇáÚÖáÇÊ ÇáÑÆíÓíÉ
Lab Coat Uniform,ãÚØÝ ÇáãÎÊÈÑ ÇáÒí ÇáÑÓãí
Nukhbt Al Ghand,äÎÈÉ ÇáÛäÏ
AGH Warehouse,ãÓÊæÏÚ AGH
Dally Molodk,ÏÇáí ãæáæÏß
Kaku,ßÇßæ
Dior Perfumes And Cosmetics,ÏíæÑ ááÚØæÑ æãÓÊÍÖÑÇÊ ÇáÊÌãíá
Reef Al Sukar,ÑíÝ ÇáÓßÑ
Mokhtar Pastry,ãÚÌäÇÊ ÇáãÎÊÇÑ
Samah Mills,ãØÇÍä ÓãÇÍ
Hikayath Taami,ÍßÇíÇÊ ÊÇãí
Kaltat Al Doctora,ßáÊÇÊ ÇáÏßÊæÑÉ
Madukoth Al Yemen,ãÏæßæË Çáíãä
Heritage Village,ÞÑíÉ ÇáÊÑÇË
Addoha,ÃÏæåÇ
Hazzaz Al-Khobar,åÒÇÒ ÇáÎÈÑ
Ajar Al-Tanoor,ÃÌÇÑ ÇáÊäæÑ
Nozha,ÇáäÒåÉ
La Paniï¿½re,áÇ ÈÇäí¿1/2
Mosaba,ãæÓÇÈÉ
Lulu Sharqiya,áæáæ ÇáÔÑÞíÉ
Safat Restaurant,ãØÚã ÇáÕÝÇÉ
Baabek,ÈÚÈß
Home Corner Furneture,Ñßä ÇáãäÒá Furneture
Mawani,ãæÇäí
Istanbul House Restaurant,ãØÚã ÇÓØäÈæá åÇæÓ
Fresh Meat,ÇááÍæã ÇáØÇÒÌÉ
Nada Perfume,ÚØÑ äÏì
Faraby Pharmacy,ÕíÏáíÉ ÝÇÑÈí
Amazing World,ÚÇáã ãÐåá
Mosabah,ãÕÈÍ
La Pasta,áÇ ÈÇÓÊÇ
Mouwasat Hospital,ãÓÊÔÝì ÇáãæÇÓÇÉ
Janah Sweets,ÍáæíÇÊ ÌäÉ
Fator Shamy,ÝÇÊæÑ ÔÇãí
Dar As Sihha Medical Center,ãÑßÒ ÏÇÑ ÇáÓÍÉ ÇáØÈí
Majed,ãÇÌÏ
Maundry,ãÇæäÏÑí
Bait Al-Baranda,ÈíÊ ÇáÈÑäÏÉ
Noahs Ark,ÓÝíäÉ äæÍ
Istanbul House Restaurant 2,ãØÚã ÇÓØäÈæá åÇæÓ 2
Fatosh,ÝÊæÔ
Blue Sky,ÇáÓãÇÁ ÇáÒÑÞÇÁ
Rice And Saffron,ÃÑÒ æ ÒÚÝÑÇä
Matam Baith Al-Manasaf,ãÊÇã ÈíË ÇáãäÇÓÝ
AS,ãËá
Lamaa Carwash,áãÇÁ áÛÓíá ÇáÓíÇÑÇÊ
Perfect Body,ÌÓã ãËÇáí
Marja Juices,ÚÕÇÆÑ ãÇÑÌÇ
Gï¿½lhane,Gï?1/2lhane
Hunger Moments,áÍÙÇÊ ÇáÌæÚ
Bait AL-Mansaf,ÈíÊ ÇáãäÕÇÝ
World Wrap,ÇáÊÝÇÝ ÇáÚÇáã
Sultanh,ÓáØÇäÉ
Bakhat Perfume,ÚØÑ ÈÎÇÊ
Tempo Shawarma,ÊãÈæ ÔÇæÑãÇ
Eagle,äÓÑ
Mamas Curry Powder,ãÇãÇÒ ãÓÍæÞ ßÇÑí
Black Walnut Charcoal,ÝÍã ÇáÌæÒ ÇáÃÓæÏ
Consumer World (Hassa),ÚÇáã ÇáãÓÊåáß (ÇáÃÍÕÇÁ)
My Vintage Home,ãäÒáí ÇáÞÏíã
Loulia Cafï¿½,áæáíÇ ßÇÝí¿1/2
Mashwa AlBalad,ãÔæÇ ÇáÈáÏ
Secret,ÓÑ
Malaz Bookstore,ãßÊÈÉ ÇáãáÒ
Sharq Al-Madina,ÔÑÞ ÇáãÏíäÉ ÇáãäæÑÉ
Ousha,ÚæÔÉ
Sandwicher,ÓÇäÏæíÔÑ
Bayt Bukhari,ÈíÊ ÈÎÇÑí
Fashion Salem,ÃÒíÇÁ ÓÇáã
Aroos Qatif,ÚÑæÓ ÞØíÝ
Abu Al-Saud For Cloth,ÃÈæ ÇáÓÚæÏ ááÞãÇÔ
Shawerma X,ÔÇæÑãÇ X
Kimalah,ßíãÇáÇ
Azel,ÃÒíá
Nawaf,äæÇÝ
Spices Fresh,ÈåÇÑÇÊ ØÇÒÌÉ
Feiruz Al-Sharq,ÝíÑæÒ ÇáÔÑÞ
Office,ãßÊÈ
Shahat Al-Nahal,ÔÍÇÊ ÇáäÍÇá
Vins,ÝíäÒ
Sad Mareb,ãÃÑÈ ÇáÍÒíä
Turath,ÊÑÇË
Twareat Medical Centre,ãÑßÒ ÊæÑíÇÊ ÇáØÈí
The Cuts,ÇáÊÎÝíÖÇÊ
Rodat Al-Khobar,ÑæÏÇÊ ÇáÎÈÑ
Waraq Enab Station,ãÍØÉ æÑÇÞ ÚäÈ
Creepe Roll,áÝÉ ÇáÒÇÍÝ
Sharq Restaurant,ãØÚã ÔÑÞ
Thahab Al-Jazeera,ÐåÈ ÇáÌÒíÑÉ
Ward Al-Reda Restaurant,ãØÚã æÑÏ ÇáÑÖÇ
Marka Musajala,ãÇÑßÇ ãÓÇÌÇáÉ
Shahed Sweets,ÍáæíÇÊ ÔÇåÏ
Morooj,ãÑæÌ
Coffee Time,æÞÊ ÇáÞåæÉ
Supplement Store,ãÊÌÑ ÇáãßãáÇÊ ÇáÛÐÇÆíÉ
Dar Rawi,ÏÇÑ ÑÇæí
Creative United Company,ÔÑßÉ ÇáÅÈÏÇÚ ÇáãÊÍÏÉ
Tmor Mwasim Zasim,ÊãæÑ ãæÇÓíã ÒÇÓã
Alumena,ÇáÎÑíÌ
Siwan,ÓíæÇä
Raey Broasted,ÑÇí ÈÑæÓÊ
Karama,ßÑÇãÉ
Lechef Sweets,ÍáæíÇÊ áíÔíÝ
Sea Food,ãÃßæáÇÊ ÈÍÑíÉ
Shemadan,ÔíãÇÏÇä
Alroosy,ÇáÑæÓí
Green Shopping Center,ãÑßÒ ÊÓæÞ ÌÑíä
Qimat Al-Halwayath,ÞãÇÊ ÇáÍáæíÇË
Skin Care Center,ãÑßÒ ÇáÚäÇíÉ ÈÇáÈÔÑÉ
Arif Trading For Skin Care Co.,ÔÑßÉ ÚÇÑÝ ááÊÌÇÑÉ ááÚäÇíÉ ÈÇáÈÔÑÉ
Rayed Al-Naseej,ÑÇÆÏ ÇáäÓíÌ
Khusheim Corporation,ÔÑßÉ ÎæÔíã
Weekend,äåÇíÉ ÇáÃÓÈæÚ
Kacmazlar,ßÇÊÔÇÒáÇÑ
Khair Zad,ÎíÑ ÒÇÏ
PSMMC,Èí ÅÓ Åã Åã Óí
Kabsah Art,Ýä ÇáßÈÓÉ
Dubai For Saving,ÏÈí ááÊæÝíÑ
Jazirah Pharmacy,ÕíÏáíÉ ÇáÌÒíÑÉ
Fan Kabsah,ÝÇä ßÈÓÉ
Online SuperMarket,ÓæÈÑ ãÇÑßÊ Úáì ÇáÅäÊÑäÊ
WAW,æÇæ
Nabeel Perfume,ÚØÑ äÈíá
Jamea Trad Est,ãÄÓÓÉ ÌÇãÚ ØÑÇÏ
Salt Sweet,ãáÍ Íáæ
Velvet Rose,ãÎãá ÑæÒ
Green Apple,ÊÝÇÍ ÃÎÖÑ
Atarah Wa Akthar,ÚØÇÑÉ æÃßËÇÑ
Zaman Al-Barakh,ÒãÇä ÇáÈÑÇÎ
Aces,ÇÓÇÊ
Khabbaz For Shoes,ÎÈÇÒ ááÃÍÐíÉ
Simple Solutions,Íáæá ÈÓíØÉ
Trenjh,ÊÑíäÌ
King Fahad Specialist Hospital,ãÓÊÔÝì Çáãáß ÝåÏ ÇáÊÎÕÕí
Marof,ãÑæÝ
FRNAG,ÝÑäÇÌ
ASDCO,ÃÓÏßæ
Jupiter,ãÔÊÑí
Butterfly,ÝÑÇÔÉ
Dukhan Store,ãÊÌÑ ÏÎÇä
Grill and More,ÔæÇíÉ æÇáãÒíÏ
Etihad Specialized,ÇáÇÊÍÇÏ ááØíÑÇä ÇáÊÎÕÕíÉ
Shawarma Saad,ÔÇæÑãÇ ÓÚÏ
Sultan Bakeries and Sweets,ãÎÇÈÒ æÍáæíÇÊ ÓáØÇä
Abqaiq Islamic Center,ãÑßÒ ÈÞíÞ ÇáÅÓáÇãí
Prime Food Products,ÈÑÇíã ááãäÊÌÇÊ ÇáÛÐÇÆíÉ
Kisa Dress,ÝÓÊÇä ßíÓÇ
Baladiya Ein Dar,ÈáÏíÉ Úíä ÏÇÑ
Sara International Factory,ãÕäÚ ÓÇÑÉ ÇáÏæáí
Najeem,äÌíã
Tilal Alamal Trading Est.,ãÄÓÓÉ ÊáÇá ÇáÃãá ÇáÊÌÇÑíÉ
Mashwee Ya Akhtar,ãÔæí íÇ ÃÎÊÑ
Mr. PC,ÇáÓíÏ PC
Enet,ÅíäÊ
Kwatim Al-Khaleej Restaurant,ãØÚã ßæÇÊíã ÇáÎáíÌ
Aseel,ÃÕíá
Juice Plus,ÌæÓ ÈáÓ
Relam,ÑíáÇã
Shahery Sweets Center,ãÑßÒ ÍáæíÇÊ ÇáÔåÑí
Grillo Butcher,ÌÑíáæ ÈæÊÔÑ
Nahawand Al-Sharq Restaurant,ãØÚã äåÇæäÏ ÇáÔÑÞ
The Low Fat,Þáíá ÇáÏÓã
Dubai For Saving (Jubail),ÏÈí ááÇÏÎÇÑ (ÇáÌÈíá)
Cabalen Supermarket,Cabalen ÓæÈÑ ãÇÑßÊ
Fresh House,ÝÑíÔ åÇæÓ
Bu Khamseen,Èæ ÎãÓíä
Sufra Fast Food,ÓÝÑÉ ááæÌÈÇÊ ÇáÓÑíÚÉ
Discount Twenty,ÎÕã ÚÔÑæä
Vape World,ÚÇáã ÇáÓÌÇÆÑ ÇáÅáßÊÑæäíÉ
Jeefinshee,ÌíÝíäÔí
Faris,ÝÇÑÓ
Jaafar,ÌÚÝÑ
Dana Pharmacy,ÕíÏáíÉ ÏÇäÉ
Secret Smile,ÇÈÊÓÇãÉ ÓÑíÉ
Jood Roastery,ÌæÏ ãÍãÕÉ
Rosto Steak and Burger,ÑæÓÊæ ÓÊíß ÇäÏ ÈÑÌÑ
Matahin AL-Maha,ãØÍíä ÇáãåÇ
Frutella,ÝÑæÊíáÇ
Modern Steel Factory,ãÕäÚ ÇáÕáÈ ÇáÍÏíË
Majurin,ãÇÌæÑíä
Meal House,ãíßá åÇæÓ
Maglopa Express,ãÇÌáæÈÇ ÅßÓÈÑíÓ
Habra Restaurant,ãØÚã ÍÈÑÇ
Rooster,Ïíß
Aker Sweets,ÍáæíÇÊ ÂßÑ
Great Area Discount,ÎÕã ãÓÇÍÉ ßÈíÑÉ
Shater Hassan,ÔÇØÑ ÍÓä
Rose Flower,ÒåÑÉ ÇáæÑÏ
Enabji,ÅäÇÈÌí
Family Choice (FC),ÇÎÊíÇÑ ÇáÚÇÆáÉ (FC)
Choco Cafï¿½,Ôæßæ ßÇÝí¿1/2
Flavor,äßåå
Bahar Al-Athoor,ÈÍÑ ÇáÂËæÑ
QassQouss Bakery and Sweets,ãÎÈÒ æÞÞÓ æÇáÍáæíÇÊ
Asawer Sweet,ÃÓÇæÑ ÓæíÊ
Bombai Ryani,ÈæãÈÇí ÑíÇäí
Extreme Carwash,ÛÓíá ÇáÓíÇÑÇÊ ÇáÔÏíÏ
Majibos Restaurant,ãØÚã ãÇÌíÈæÓ
Leo Mobile Phone Shop,ãÊÌÑ áíæ ááåæÇÊÝ ÇáãÍãæáÉ
Sweet Dama Rose,ÓæíÊ ÏÇãÇ ÑæÒ
Coral Jubail Hotel,ÝäÏÞ ßæÑÇá ÇáÌÈíá
Passion Fruit,ÝÇßåÉ ÇáÚÇØÝÉ
Global Insignia for Technical Services,ÔÇÑÉ ÚÇáãíÉ ááÎÏãÇÊ ÇáÝäíÉ
Mandy Al-Reef,ãÇäÏí ÇáÑíÝ
Dr. AlNaamy Specialist Hospital (ASH),ãÓÊÔÝì ÇáÏßÊæÑ ÇáäÚÇãí ÇáÊÎÕÕí (ASH)
First Choice,ÇáÎíÇÑ ÇáÃæá
Tarteel Perfumes,ÚØæÑ ÊÇÑÊíá
Pinoy Supermarket,Pinoy ÓæÈÑ ãÇÑßÊ
Falafel,ÝáÇÝá
Muallem Falafel,ÇáãÚáã ÝáÇÝá
Madlouh,ãÏáæÍ
Rayhan,ÑíÍÇä
Mayada Restaurant,ãØÚã Mayada
Golden Leaf,ÇáæÑÞÉ ÇáÐåÈíÉ
The Egyptian World Foods,ÐÇ ãíÌíÌí ææÑáÏ ÝæÏÒ
The Grill Hut,ÐÇ ÌÑíá åÊ
Raed Telecom,ÑÇÆÏ ááÅÊÕÇáÇÊ
Shabi Restaurant,ãØÚã ÔÇÈí
Modhesh,ãÏåÔ
Kabsah Hasawiah,ßÈÓÉ ÍÓÇæíÉ
Faraby,ÝÇÑÈí
Flower Store,ãÍá ÇáÒåæÑ
Mandi Express,ãÇäÏí ÇßÓÈÑíÓ
Flower Foam Car Care,ÒåÑÉ ÑÛæÉ ÇáÚäÇíÉ ÈÇáÓíÇÑÇÊ
Saudi German Hospital,ÇáãÓÊÔÝì ÇáÓÚæÏí ÇáÃáãÇäí
Brite Laundry,ÛÓíá ÈÑÇíÊ
Zainuddin,Òíä ÇáÏíä
Milh wa Qablah,ãÇáÍ æÞÈáÉ
Reef Janob,ÑíÝ ÌÇäæÈ
Bariqah Shariqa,ÈÇÑÞÉ ÔÇÑÞÉ
Covers,íÛØí
Sufrah Taam,ÕÝÑÉ ÊÇã
Naklah,äßáÉ
Layan Place,áíÇä ÈáíÓ
Fish Bags,ÃßíÇÓ ÇáÓãß
Spical Bakery,ãÎÈÒ Spical
Warid,æÇÑÏ
Vitamin Palace,ÞÕÑ ÝíÊÇãíä
Kasra Khoboz,ßÓÑì ÎÈæÒ
Bubbles,ÇáÝÞÇÞíÚ
Spicy Fried,ÓÈÇíÓí ÝÑÇíÏ
Scale,ãöíÒóÇä
AlSafron,ÇáÕÝÑæä
Alshasha phone,åÇÊÝ ÇáÔÇÔÉ
Raneem Phone,åÇÊÝ Ñäíã
Kibdah Hijazi,ßÈÏÉ ÍÌÇÒí
Masoob,ãÚÕæÈ
Mohammed Mabyoq,ãÍãÏ ãÈíæÞ
Melt Chocolate,ÊÐæÈ ÇáÔæßæáÇÊÉ
Taam Coffee,ÞåæÉ ÊÇã
Makan Store,ãÊÌÑ ãßÇä
Zero Three Resturant,ãØÚã ÒíÑæ ËÑí
Shateraty,ÔÇØÑÇÊí
Brother Taest,ÇáÃÎ ÊÇÓÊ
Fanar Medical Center,ãÑßÒ ÇáÝäÇÑ ÇáØÈí
Nathree Resturant,ãØÚã äÇËÑí
Layali Keef,áíÇáí ßíÝ
Shakir Restrant,ÔÇßÑ ÑíÓÊÑÇäÊ
Arzaq Online,ÃÑÒÇÞ Ãæä áÇíä
Locast Oil,ÒíÊ áæßÇÓÊ
Romoz Phone,åÇÊÝ Romoz
Sharq Wool Factory,ãÕäÚ ÔÑÞ ááÕæÝ
Lavender,ÇááÇÝäÏÑ
T-shirt bag,ÍÞíÈÉ Êí ÔíÑÊ
Pre-Choice,ÇáÇÎÊíÇÑ ÇáãÓÈÞ
Hot and Spicy,ÍÇÑ æÍÇÑ
Falafel In and Out,ÝáÇÝá ÏÇÎá æÎÇÑÌ
Almaedah,ÇáãÇÆÏÉ
Burger Nook,ÈÑÌÑ äæß
Khayal Bookstore,ãßÊÈÉ ÎíÇá
Baba Hammad,ÈÇÈÇ ÍãÇÏ
Clean Car,ÓíÇÑÉ äÙíÝÉ
Wadi Maysan,æÇÏí ãíÓÇä
Naqsa Holo Malih,äÞÕÇ Íáæ ãáíÍ
Rose Avenu,ÑæÒ ÃÝíäæ
Tag Resturant,ãØÚã ÇáÚáÇãÉ
Victoria,ÝíßÊæÑíÇ
Sama Bahrain,ÓãÇ ÇáÈÍÑíä
Arzaq,ÃÑÒÇÞ
Vaporz Lounge,ÝÇÈÑæÒ áÇæäÌ
Turath Al-Hadramy Resturant,ãØÚã ÊÑÇË ÇáÍÖÑãí
Falafe Demashq,ÝáÇÝí ÏãÔÞ
Jalsat Dar,ÌáÓÇÊ ÏÇÑ
Beano Bake House,Èíäæ Èíß åÇæÓ
Mazaya Car Wash,ãÒÇíÇ ÛÓíá ÇáÓíÇÑÇÊ
Dragon Vilage,ÇáÊäíä ÝíáÇÌ
Florate,ÝáæÑÇÊ
Bahrain plain,Óåá ÇáÈÍÑíä
Mawalstar Restaurant,ãØÚã ãæÇáÓÊÇÑ
Daliya Perfume,ÚØÑ ÇáÏÇáíÇ
mashawi Hamawyah,ãÔæí ÍãÇæíÉ
Hermony Resurant,åíÑãæäí ÑíÓæÑÇäÊ
Stanford Medical,ÓÊÇäÝæÑÏ ÇáØÈíÉ
Mr.Sandwich (Bahrain),ãÓÊÑ ÓÇäÏæíÊÔ (ÇáÈÍÑíä)
Signature Factory,ãÕäÚ ÓíÌäÊÔÑ
Classy Gallery,ãÚÑÖ ÃäíÞ
Juice Factory,ãÕäÚ ÇáÚÕÇÆÑ
Mulhim Plas,ãæáíã ÈáÇÓ
Kharob Bashs,ÎÑæÈ ÈÇÔÓ
Nafza Lak,äÝÒÉ áÇß
Samer Al-Ali Trading Est.,ãÄÓÓÉ ÓÇãÑ ÇáÚáí ÇáÊÌÇÑíÉ
Nahar Dijla,äåÇÑ ÏÌáÉ
Salman Sweets,ÍáæíÇÊ ÓáãÇä
Pista,ÈíÓÊÇ
Jumla Online,ÌãáÉ Ãæä áÇíä
Sarah Sweet,ÓÇÑÉ ÓæíÊ
Suhail Carwash,Óåíá áÛÓíá ÇáÓíÇÑÇÊ
Waseem Restaurant,ãØÚã æÓíã
Jubail,ÇáÌÈíá
Sweet Juice,ÚÕíÑ Íáæ
House Of Supllements,ÈíÊ ÇáÓæÈáíãäÊÓ
Dr. Drink,ÏßÊæÑ ÏÑíäß
Dukkan Laila,ÏßÇä áíáì
MHD Adhuhan,MHD Adhuhan
Dolma,ÏæáãÇ
Reef Carwash,ÑíÝ ßÇÑæÇÔ
Mona Bahrain,ãäì ÇáÈÍÑíä
Abaya Bushiah,ÚÈÇíÉ ÈæÔíÉ
ZM,ZM
Sweet Home,ÓæíÊ åæã
Dubai Discount Palace (Dammam),ÞÕÑ ÏÈí ÏíÓßæäÊ (ÇáÏãÇã)
Amasina Trading Corporation,ÔÑßÉ ÃãÇÓíäÇ ÇáÊÌÇÑíÉ
You Me,ÃäÊ ÃäÇ
Karaca Home,ßÇÑÇÌÇ åæã
Rasasi,ÇáÑÕÇÕí
Family Sweets,ÍáæíÇÊ ÚÇÆáíÉ
Lozo,áæÒæ
Golden Chicken,ÏÌÇÌ ÐåÈí
Dessert Hub Trading,ÍáæíÇÊ åÈ ááÊÌÇÑÉ
Smile Candy,ÇÈÊÓÇãÉ ßÇäÏí
Healthy Style,ÃÓáæÈ ÕÍí
Markaz Riyadh (RMN),ãÑßÒ ÇáÑíÇÖ (RMN)
Harmony Food,åÇÑãæäí ÝæÏ
Mesob Engineering,åäÏÓÉ ãíÓæÈ
Moamal Pharmacy,ÕíÏáíÉ ãÄãá
Zainab Muabber,ÒíäÈ ãÚÈÑ
Nessma Corner Trading,Ñßä äÓãÉ ááÊÌÇÑÉ
Nawal Coldstore,äæÇá ßæáÏÓÊæÑ
Thouq,ËæÞ
Lahza Restaurant,ãØÚã áÍÙÉ
Smoke House,ÈíÊ ÇáÏÎÇä
Platinum,ÈáÇÊíä
Bent Al-Nor,ÈäÊ ÇáäæÑ
Hatam,ÍÇÊã
Mowasir Center,ãÑßÒ ÇáæÇÓÑ
Rocon Trading,Ñæßæä ááÊÌÇÑÉ
Ghanam Va Ghanam,ÛäÇã ÝÇ ÛäÇã
Smart Application,ÊØÈíÞ Ðßí
Life Laundry,ÛÓíá ÇáÍíÇÉ
Watco,æÇÊßæ
Violeta,ÝíæáíÊÇ
Saffron House,ÈíÊ ÇáÒÚÝÑÇä
Banana Band,ÝÑÞÉ ÇáãæÒ
Malhamath Fares,ãÇáåÇãÇË ÝÇÑÓ
Pawn Coffee,ÞåæÉ ÈíÏÞ
Mesk Health Pharmacy,ÕíÏáíÉ ãÓß ÇáÕÍíÉ
Oxygen,ÃßÓÌíä
Mulhim Auto,ãæáåíã ÃæÊæ
Gasal Restaurant (Red),ãØÚã ÌÓÇá (ÃÍãÑ)
Gazzal Restaurant (Green),ãØÚã ÛÒÇá (ÃÎÖÑ)
Hussain Kitchen,ãØÈÎ ÍÓíä
Fateratak,ÝØÑÇÊß
Malak For Birds,ãáß ááØíæÑ
Andalus For Make-up,ÇáÃäÏáÓ ááãßíÇÌ
Matnokh,ãÊäæÎ
Kadehm,ßÇÙã
Salim,ÓÇáã
Day And Night Supermarket,ÓæÈÑ ãÇÑßÊ áíáÇ æäåÇÑÇ
Bait Al Shamel,ÈíÊ ÇáÔÇãá
Ctrl P,Ctrl P
Barakat Supermarket,ÈÑßÇÊ ÓæÈÑ ãÇÑßÊ
Khaleeji Restaurant,ãØÚã ÇáÎáíÌí
Technology Bakeries,ãÎÇÈÒ ÇáÊßäæáæÌíÇ
Family Imprint Discounts,ÎÕæãÇÊ ÇáÈÕãÉ ÇáÚÇÆáíÉ
Silat Al-Tawfeer,ÓíáÉ ÇáÊæÝíÑ
Nukbah,ÇáäßÈÉ
Rawnaq Medical Center,ãÑßÒ ÑæäÞ ÇáØÈí
Sushi Gallery,ãÚÑÖ ÇáÓæÔí
Moltea Cookies,ÈÓßæíÊ ãæáÊíÇ
Nadeen Fashion,ÃÒíÇÁ äÇÏíä
Family And Friends,ÇáÚÇÆáÉ æÇáÃÕÏÞÇÁ
La Vallee,áÇ ÝÇáí
Barakat Malabis,ÈÑßÇÊ ãáÇÈÓ
Specialist Juice,ÚÕíÑ ãÊÎÕÕ
Noon,ÇáÙåíÑÉ
International Colors,ÃáæÇä ÚÇáãíÉ
Tahifah,ÇáØåíÝÉ
Sobya King,ÓæÈíÇ ßíäÌ
East Sweets,ÍáæíÇÊ ÇáÔÑÞ
Manarat Al-Nader Medical Pharmacy,ÕíÏáíÉ ãäÇÑÉ ÇáäÇÏÑ ÇáØÈíÉ
Amana Al Sharkiah,ÃãÇäÉ ÇáÔÑßíÉ
Lord Charcoal,ÇááæÑÏ ÝÍã
Shake Sushi,Ôíß ÓæÔí
Ghadah Exchange,ÛÇÏÉ ááÕÑÇÝÉ
Millennialeer,Ìíá ÇáÃáÝíÉ
Fursan Al-Fakhama,ÝÑÓÇä ÇáÝÎãÉ
Star Sweet,ÓÊÇÑ ÓæíÊ
Nawals Kitchen,ãØÈÎ äæÇáÓ
Bogsha Visitor,ÒÇÆÑ ÈæÛÔÇ
Bader Style,ÃÓáæÈ ÈÏÑ
Vape City,ãÏíäÉ ÝíÈ
Khyrat,ÎíÑÇÊ
Fish Basket,ÓáÉ ÇáÓãß
Wahat Al-Quds Pharmacy,ÕíÏáíÉ æÇÍÉ ÇáÞÏÓ
OFFSIDE,ÊÓáá
Nakhat Broasted,äÎÊ ÈÑæÓÊÏ
Abduljaleel Al-Musabeh Nuts,ÚÈÏÇáÌáíá ÇáãÕÈÍ ãßÓÑÇÊ
Chinese,ÇáÕíäíÉ
Enabi Grill Restaurant,ãØÚã ÚäÇÈí ÌÑíá
East Lights,ÇáÃÖæÇÁ ÇáÔÑÞíÉ
Shear Tawfir,ÇáÞÕ ÇáÊæÝíÑ
Kaaf Humanitarian,ßÇÝ ááÎÏãÇÊ ÇáÅäÓÇäíÉ
Sharq Al Wadi Trading Establishment,ãÄÓÓÉ ÔÑÞ ÇáæÇÏí ÇáÊÌÇÑíÉ
Sikkat Karak,ÓßÇÊ ßÑß
Operation and Maintenance Management in Taif,ÅÏÇÑÉ ÇáÊÔÛíá æÇáÕíÇäÉ Ýí ÇáØÇÆÝ
SAF,SAF
ITS,ÇáÂíÇÊ
X-Ray,ÇáÃÔÚÉ ÇáÓíäíÉ
Dukhan Falafel,ÏÎÇä ÝáÇÝá
Book Sweet Book,Book Sweet Book
SOL,Óæá
Grape Leaves And More,æÑÞ ÇáÚäÈ æÇáãÒíÏ
Zankil,Òäßíá
Dawood Al Najar,ÏÇææÏ ÇáäÌÇÑ
Hala Majles,ãÌáÓ åáÇ
Ear Techno,Êßäæ ÇáÃÐä
Ayam Zaman,ÃíÇã ÒãÇä
