name,arabic_name
Amiantek,ÃãíÇäÊíß
Diwaniya,ÇáÏíæÇäíÉ
Oriental Palace,ÇáŞÕÑ ÇáÔÑŞí
Turkish Mazaya Pastry,ãÚÌäÇÊ ãÒÇíÇ ÇáÊÑßíÉ
Shubra,ÔÈÑÇ
Show Piece Grill,ÚÑÖ ŞØÚÉ ÇáÔæÇíÉ
House Ware,ÃÏæÇÊ ãäÒáíÉ
Mashtan Cafï¿½teria,ãÔÊÇä ßÇİíå¿1/2 ÊíÑíÇ
Jar Alqamar,ÌÇÑ ÇáŞãÑ
Chef Al-Hadramy,ÇáÔíİ ÇáÍÖÑãí
Sameeh Pastry and Restaurant,ÓãíÍ ááÍáæíÇÊ æÇáãØÚã
Saudi Railways Organization,ÇáåíÆÉ ÇáÚÇãÉ ááÓßß ÇáÍÏíÏíÉ
Sahra Charcoal,İÍã ÕÍÑÇÁ
Muslim Bori Nursery,ÍÖÇäÉ ãÓáã ÈæÑí
Fouad Ali Bin Moh. Alhmla Est.,İÄÇÏ Úáí Èä ãæÍ. ãÄÓÓÉ ÇáÍãáÇ
Blue Bird,Èáæ ÈíÑÏ
Shahad Al-Zafran Roasty,ÔåÏ ÇáÒÚİÑÇä ÑæÓÊí
Dana Al-Maarif,ÏÇäÉ ÇáãÚÇÑİ
Sallati,ÓáÇÊí
Emmawash Restaurant,ãØÚã Emmawash
Ramisis Kennel,ÈíÊ ÑÇãíÓíÓ
Alkyaf Nuts,ÇáãßÓÑÇÊ ÇáÃáßÇİ
Lena Mart,áíäÇ ãÇÑÊ
The Farm,ÇáãÒÑÚÉ
Sugar,ÓßÑ
Sun City For Nuts,Õä ÓíÊí ááãßÓÑÇÊ
Faraby Medical Center,ãÑßÒ İÇÑÇÈí ÇáØÈí
Turath AL-Sharq,ÊÑÇË ÇáÔÑŞ
Phoenex Charcoal,İÍã İíäíßÓ
Gwazween Trading Est.,ãÄÓÓÉ ÛæÒæíä ááÊÌÇÑÉ
PM,ÑÆíÓ ÇáæÒÑÇÁ
Mento,ãíäÊæ
Hometale,ÍßÇíÉ ãäÒáíÉ
Hassan Hassan Al-Dahan,ÍÓä ÍÓä ÇáÏåÇä
Ehraz Advertizing Agency,æßÇáÉ ÅÍÑÇÒ ááÅÚáÇä
Strawberry Corner,Ñßä ÇáİÑÇæáÉ
Khamis Uniforms,Òí ÎãíÓ
Bashair Gifts,åÏÇíÇ ÈÔíÑ
Gourmandise Burger,ÌæÑãÇäÏíÒ ÈÑÌÑ
Choco Crepe,ßÑíÈ Ôæßæ
Alam Al-Kaeef,ÚÇáã Çáßíİ
Wasan Sweet,æÓÇä ÓæíÊ
Prestige Image,ÕæÑÉ ÈÑÓÊíÌ
Prime Muscles,ÇáÚÖáÇÊ ÇáÑÆíÓíÉ
Lab Coat Uniform,ãÚØİ ÇáãÎÊÈÑ ÇáÒí ÇáÑÓãí
Nukhbt Al Ghand,äÎÈÉ ÇáÛäÏ
AGH Warehouse,ãÓÊæÏÚ AGH
Dally Molodk,ÏÇáí ãæáæÏß
Kaku,ßÇßæ
Dior Perfumes And Cosmetics,ÏíæÑ ááÚØæÑ æãÓÊÍÖÑÇÊ ÇáÊÌãíá
Reef Al Sukar,Ñíİ ÇáÓßÑ
Mokhtar Pastry,ãÚÌäÇÊ ÇáãÎÊÇÑ
Samah Mills,ãØÇÍä ÓãÇÍ
Hikayath Taami,ÍßÇíÇÊ ÊÇãí
Kaltat Al Doctora,ßáÊÇÊ ÇáÏßÊæÑÉ
Madukoth Al Yemen,ãÏæßæË Çáíãä
Heritage Village,ŞÑíÉ ÇáÊÑÇË
Addoha,ÃÏæåÇ
Hazzaz Al-Khobar,åÒÇÒ ÇáÎÈÑ
Ajar Al-Tanoor,ÃÌÇÑ ÇáÊäæÑ
Nozha,ÇáäÒåÉ
La Paniï¿½re,áÇ ÈÇäí¿1/2
Mosaba,ãæÓÇÈÉ
Lulu Sharqiya,áæáæ ÇáÔÑŞíÉ
Safat Restaurant,ãØÚã ÇáÕİÇÉ
Baabek,ÈÚÈß
Home Corner Furneture,Ñßä ÇáãäÒá Furneture
Mawani,ãæÇäí
Istanbul House Restaurant,ãØÚã ÇÓØäÈæá åÇæÓ
Fresh Meat,ÇááÍæã ÇáØÇÒÌÉ
Nada Perfume,ÚØÑ äÏì
Faraby Pharmacy,ÕíÏáíÉ İÇÑÈí
Amazing World,ÚÇáã ãĞåá
Mosabah,ãÕÈÍ
La Pasta,áÇ ÈÇÓÊÇ
Mouwasat Hospital,ãÓÊÔİì ÇáãæÇÓÇÉ
Janah Sweets,ÍáæíÇÊ ÌäÉ
Fator Shamy,İÇÊæÑ ÔÇãí
Dar As Sihha Medical Center,ãÑßÒ ÏÇÑ ÇáÓÍÉ ÇáØÈí
Majed,ãÇÌÏ
Maundry,ãÇæäÏÑí
Bait Al-Baranda,ÈíÊ ÇáÈÑäÏÉ
Noahs Ark,ÓİíäÉ äæÍ
Istanbul House Restaurant 2,ãØÚã ÇÓØäÈæá åÇæÓ 2
Fatosh,İÊæÔ
Blue Sky,ÇáÓãÇÁ ÇáÒÑŞÇÁ
Rice And Saffron,ÃÑÒ æ ÒÚİÑÇä
Matam Baith Al-Manasaf,ãÊÇã ÈíË ÇáãäÇÓİ
AS,ãËá
Lamaa Carwash,áãÇÁ áÛÓíá ÇáÓíÇÑÇÊ
Perfect Body,ÌÓã ãËÇáí
Marja Juices,ÚÕÇÆÑ ãÇÑÌÇ
Gï¿½lhane,Gï?1/2lhane
Hunger Moments,áÍÙÇÊ ÇáÌæÚ
Bait AL-Mansaf,ÈíÊ ÇáãäÕÇİ
World Wrap,ÇáÊİÇİ ÇáÚÇáã
Sultanh,ÓáØÇäÉ
Bakhat Perfume,ÚØÑ ÈÎÇÊ
Tempo Shawarma,ÊãÈæ ÔÇæÑãÇ
Eagle,äÓÑ
Mamas Curry Powder,ãÇãÇÒ ãÓÍæŞ ßÇÑí
Black Walnut Charcoal,İÍã ÇáÌæÒ ÇáÃÓæÏ
Consumer World (Hassa),ÚÇáã ÇáãÓÊåáß (ÇáÃÍÕÇÁ)
My Vintage Home,ãäÒáí ÇáŞÏíã
Loulia Cafï¿½,áæáíÇ ßÇİí¿1/2
Mashwa AlBalad,ãÔæÇ ÇáÈáÏ
Secret,ÓÑ
Malaz Bookstore,ãßÊÈÉ ÇáãáÒ
Sharq Al-Madina,ÔÑŞ ÇáãÏíäÉ ÇáãäæÑÉ
Ousha,ÚæÔÉ
Sandwicher,ÓÇäÏæíÔÑ
Bayt Bukhari,ÈíÊ ÈÎÇÑí
Fashion Salem,ÃÒíÇÁ ÓÇáã
Aroos Qatif,ÚÑæÓ ŞØíİ
Abu Al-Saud For Cloth,ÃÈæ ÇáÓÚæÏ ááŞãÇÔ
Shawerma X,ÔÇæÑãÇ X
Kimalah,ßíãÇáÇ
Azel,ÃÒíá
Nawaf,äæÇİ
Spices Fresh,ÈåÇÑÇÊ ØÇÒÌÉ
Feiruz Al-Sharq,İíÑæÒ ÇáÔÑŞ
Office,ãßÊÈ
Shahat Al-Nahal,ÔÍÇÊ ÇáäÍÇá
Vins,İíäÒ
Sad Mareb,ãÃÑÈ ÇáÍÒíä
Turath,ÊÑÇË
Twareat Medical Centre,ãÑßÒ ÊæÑíÇÊ ÇáØÈí
The Cuts,ÇáÊÎİíÖÇÊ
Rodat Al-Khobar,ÑæÏÇÊ ÇáÎÈÑ
Waraq Enab Station,ãÍØÉ æÑÇŞ ÚäÈ
Creepe Roll,áİÉ ÇáÒÇÍİ
Sharq Restaurant,ãØÚã ÔÑŞ
Thahab Al-Jazeera,ĞåÈ ÇáÌÒíÑÉ
Ward Al-Reda Restaurant,ãØÚã æÑÏ ÇáÑÖÇ
Marka Musajala,ãÇÑßÇ ãÓÇÌÇáÉ
Shahed Sweets,ÍáæíÇÊ ÔÇåÏ
Morooj,ãÑæÌ
Coffee Time,æŞÊ ÇáŞåæÉ
Supplement Store,ãÊÌÑ ÇáãßãáÇÊ ÇáÛĞÇÆíÉ
Dar Rawi,ÏÇÑ ÑÇæí
Creative United Company,ÔÑßÉ ÇáÅÈÏÇÚ ÇáãÊÍÏÉ
Tmor Mwasim Zasim,ÊãæÑ ãæÇÓíã ÒÇÓã
Alumena,ÇáÎÑíÌ
Siwan,ÓíæÇä
Raey Broasted,ÑÇí ÈÑæÓÊ
Karama,ßÑÇãÉ
Lechef Sweets,ÍáæíÇÊ áíÔíİ
Sea Food,ãÃßæáÇÊ ÈÍÑíÉ
Shemadan,ÔíãÇÏÇä
Alroosy,ÇáÑæÓí
Green Shopping Center,ãÑßÒ ÊÓæŞ ÌÑíä
Qimat Al-Halwayath,ŞãÇÊ ÇáÍáæíÇË
Skin Care Center,ãÑßÒ ÇáÚäÇíÉ ÈÇáÈÔÑÉ
Arif Trading For Skin Care Co.,ÔÑßÉ ÚÇÑİ ááÊÌÇÑÉ ááÚäÇíÉ ÈÇáÈÔÑÉ
Rayed Al-Naseej,ÑÇÆÏ ÇáäÓíÌ
Khusheim Corporation,ÔÑßÉ ÎæÔíã
Weekend,äåÇíÉ ÇáÃÓÈæÚ
Kacmazlar,ßÇÊÔÇÒáÇÑ
Khair Zad,ÎíÑ ÒÇÏ
PSMMC,Èí ÅÓ Åã Åã Óí
Kabsah Art,İä ÇáßÈÓÉ
Dubai For Saving,ÏÈí ááÊæİíÑ
Jazirah Pharmacy,ÕíÏáíÉ ÇáÌÒíÑÉ
Fan Kabsah,İÇä ßÈÓÉ
Online SuperMarket,ÓæÈÑ ãÇÑßÊ Úáì ÇáÅäÊÑäÊ
WAW,æÇæ
Nabeel Perfume,ÚØÑ äÈíá
Jamea Trad Est,ãÄÓÓÉ ÌÇãÚ ØÑÇÏ
Salt Sweet,ãáÍ Íáæ
Velvet Rose,ãÎãá ÑæÒ
Green Apple,ÊİÇÍ ÃÎÖÑ
Atarah Wa Akthar,ÚØÇÑÉ æÃßËÇÑ
Zaman Al-Barakh,ÒãÇä ÇáÈÑÇÎ
Aces,ÇÓÇÊ
Khabbaz For Shoes,ÎÈÇÒ ááÃÍĞíÉ
Simple Solutions,Íáæá ÈÓíØÉ
Trenjh,ÊÑíäÌ
King Fahad Specialist Hospital,ãÓÊÔİì Çáãáß İåÏ ÇáÊÎÕÕí
Marof,ãÑæİ
FRNAG,İÑäÇÌ
ASDCO,ÃÓÏßæ
Jupiter,ãÔÊÑí
Butterfly,İÑÇÔÉ
Dukhan Store,ãÊÌÑ ÏÎÇä
Grill and More,ÔæÇíÉ æÇáãÒíÏ
Etihad Specialized,ÇáÇÊÍÇÏ ááØíÑÇä ÇáÊÎÕÕíÉ
Shawarma Saad,ÔÇæÑãÇ ÓÚÏ
Sultan Bakeries and Sweets,ãÎÇÈÒ æÍáæíÇÊ ÓáØÇä
Abqaiq Islamic Center,ãÑßÒ ÈŞíŞ ÇáÅÓáÇãí
Prime Food Products,ÈÑÇíã ááãäÊÌÇÊ ÇáÛĞÇÆíÉ
Kisa Dress,İÓÊÇä ßíÓÇ
Baladiya Ein Dar,ÈáÏíÉ Úíä ÏÇÑ
Sara International Factory,ãÕäÚ ÓÇÑÉ ÇáÏæáí
Najeem,äÌíã
Tilal Alamal Trading Est.,ãÄÓÓÉ ÊáÇá ÇáÃãá ÇáÊÌÇÑíÉ
Mashwee Ya Akhtar,ãÔæí íÇ ÃÎÊÑ
Mr. PC,ÇáÓíÏ PC
Enet,ÅíäÊ
Kwatim Al-Khaleej Restaurant,ãØÚã ßæÇÊíã ÇáÎáíÌ
Aseel,ÃÕíá
Juice Plus,ÌæÓ ÈáÓ
Relam,ÑíáÇã
Shahery Sweets Center,ãÑßÒ ÍáæíÇÊ ÇáÔåÑí
Grillo Butcher,ÌÑíáæ ÈæÊÔÑ
Nahawand Al-Sharq Restaurant,ãØÚã äåÇæäÏ ÇáÔÑŞ
The Low Fat,Şáíá ÇáÏÓã
Dubai For Saving (Jubail),ÏÈí ááÇÏÎÇÑ (ÇáÌÈíá)
Cabalen Supermarket,Cabalen ÓæÈÑ ãÇÑßÊ
Fresh House,İÑíÔ åÇæÓ
Bu Khamseen,Èæ ÎãÓíä
Sufra Fast Food,ÓİÑÉ ááæÌÈÇÊ ÇáÓÑíÚÉ
Discount Twenty,ÎÕã ÚÔÑæä
Vape World,ÚÇáã ÇáÓÌÇÆÑ ÇáÅáßÊÑæäíÉ
Jeefinshee,ÌíİíäÔí
Faris,İÇÑÓ
Jaafar,ÌÚİÑ
Dana Pharmacy,ÕíÏáíÉ ÏÇäÉ
Secret Smile,ÇÈÊÓÇãÉ ÓÑíÉ
Jood Roastery,ÌæÏ ãÍãÕÉ
Rosto Steak and Burger,ÑæÓÊæ ÓÊíß ÇäÏ ÈÑÌÑ
Matahin AL-Maha,ãØÍíä ÇáãåÇ
Frutella,İÑæÊíáÇ
Modern Steel Factory,ãÕäÚ ÇáÕáÈ ÇáÍÏíË
Majurin,ãÇÌæÑíä
Meal House,ãíßá åÇæÓ
Maglopa Express,ãÇÌáæÈÇ ÅßÓÈÑíÓ
Habra Restaurant,ãØÚã ÍÈÑÇ
Rooster,Ïíß
Aker Sweets,ÍáæíÇÊ ÂßÑ
Great Area Discount,ÎÕã ãÓÇÍÉ ßÈíÑÉ
Shater Hassan,ÔÇØÑ ÍÓä
Rose Flower,ÒåÑÉ ÇáæÑÏ
Enabji,ÅäÇÈÌí
Family Choice (FC),ÇÎÊíÇÑ ÇáÚÇÆáÉ (FC)
Choco Cafï¿½,Ôæßæ ßÇİí¿1/2
Flavor,äßåå
Bahar Al-Athoor,ÈÍÑ ÇáÂËæÑ
QassQouss Bakery and Sweets,ãÎÈÒ æŞŞÓ æÇáÍáæíÇÊ
Asawer Sweet,ÃÓÇæÑ ÓæíÊ
Bombai Ryani,ÈæãÈÇí ÑíÇäí
Extreme Carwash,ÛÓíá ÇáÓíÇÑÇÊ ÇáÔÏíÏ
Majibos Restaurant,ãØÚã ãÇÌíÈæÓ
Leo Mobile Phone Shop,ãÊÌÑ áíæ ááåæÇÊİ ÇáãÍãæáÉ
Sweet Dama Rose,ÓæíÊ ÏÇãÇ ÑæÒ
Coral Jubail Hotel,İäÏŞ ßæÑÇá ÇáÌÈíá
Passion Fruit,İÇßåÉ ÇáÚÇØİÉ
Global Insignia for Technical Services,ÔÇÑÉ ÚÇáãíÉ ááÎÏãÇÊ ÇáİäíÉ
Mandy Al-Reef,ãÇäÏí ÇáÑíİ
Dr. AlNaamy Specialist Hospital (ASH),ãÓÊÔİì ÇáÏßÊæÑ ÇáäÚÇãí ÇáÊÎÕÕí (ASH)
First Choice,ÇáÎíÇÑ ÇáÃæá
Tarteel Perfumes,ÚØæÑ ÊÇÑÊíá
Pinoy Supermarket,Pinoy ÓæÈÑ ãÇÑßÊ
Falafel,İáÇİá
Muallem Falafel,ÇáãÚáã İáÇİá
Madlouh,ãÏáæÍ
Rayhan,ÑíÍÇä
Mayada Restaurant,ãØÚã Mayada
Golden Leaf,ÇáæÑŞÉ ÇáĞåÈíÉ
The Egyptian World Foods,ĞÇ ãíÌíÌí ææÑáÏ İæÏÒ
The Grill Hut,ĞÇ ÌÑíá åÊ
Raed Telecom,ÑÇÆÏ ááÅÊÕÇáÇÊ
Shabi Restaurant,ãØÚã ÔÇÈí
Modhesh,ãÏåÔ
Kabsah Hasawiah,ßÈÓÉ ÍÓÇæíÉ
Faraby,İÇÑÈí
Flower Store,ãÍá ÇáÒåæÑ
Mandi Express,ãÇäÏí ÇßÓÈÑíÓ
Flower Foam Car Care,ÒåÑÉ ÑÛæÉ ÇáÚäÇíÉ ÈÇáÓíÇÑÇÊ
Saudi German Hospital,ÇáãÓÊÔİì ÇáÓÚæÏí ÇáÃáãÇäí
Brite Laundry,ÛÓíá ÈÑÇíÊ
Zainuddin,Òíä ÇáÏíä
Milh wa Qablah,ãÇáÍ æŞÈáÉ
Reef Janob,Ñíİ ÌÇäæÈ
Bariqah Shariqa,ÈÇÑŞÉ ÔÇÑŞÉ
Covers,íÛØí
Sufrah Taam,ÕİÑÉ ÊÇã
Naklah,äßáÉ
Layan Place,áíÇä ÈáíÓ
Fish Bags,ÃßíÇÓ ÇáÓãß
Spical Bakery,ãÎÈÒ Spical
Warid,æÇÑÏ
Vitamin Palace,ŞÕÑ İíÊÇãíä
Kasra Khoboz,ßÓÑì ÎÈæÒ
Bubbles,ÇáİŞÇŞíÚ
Spicy Fried,ÓÈÇíÓí İÑÇíÏ
Scale,ãöíÒóÇä
AlSafron,ÇáÕİÑæä
Alshasha phone,åÇÊİ ÇáÔÇÔÉ
Raneem Phone,åÇÊİ Ñäíã
Kibdah Hijazi,ßÈÏÉ ÍÌÇÒí
Masoob,ãÚÕæÈ
Mohammed Mabyoq,ãÍãÏ ãÈíæŞ
Melt Chocolate,ÊĞæÈ ÇáÔæßæáÇÊÉ
Taam Coffee,ŞåæÉ ÊÇã
Makan Store,ãÊÌÑ ãßÇä
Zero Three Resturant,ãØÚã ÒíÑæ ËÑí
Shateraty,ÔÇØÑÇÊí
Brother Taest,ÇáÃÎ ÊÇÓÊ
Fanar Medical Center,ãÑßÒ ÇáİäÇÑ ÇáØÈí
Nathree Resturant,ãØÚã äÇËÑí
Layali Keef,áíÇáí ßíİ
Shakir Restrant,ÔÇßÑ ÑíÓÊÑÇäÊ
Arzaq Online,ÃÑÒÇŞ Ãæä áÇíä
Locast Oil,ÒíÊ áæßÇÓÊ
Romoz Phone,åÇÊİ Romoz
Sharq Wool Factory,ãÕäÚ ÔÑŞ ááÕæİ
Lavender,ÇááÇİäÏÑ
T-shirt bag,ÍŞíÈÉ Êí ÔíÑÊ
Pre-Choice,ÇáÇÎÊíÇÑ ÇáãÓÈŞ
Hot and Spicy,ÍÇÑ æÍÇÑ
Falafel In and Out,İáÇİá ÏÇÎá æÎÇÑÌ
Almaedah,ÇáãÇÆÏÉ
Burger Nook,ÈÑÌÑ äæß
Khayal Bookstore,ãßÊÈÉ ÎíÇá
Baba Hammad,ÈÇÈÇ ÍãÇÏ
Clean Car,ÓíÇÑÉ äÙíİÉ
Wadi Maysan,æÇÏí ãíÓÇä
Naqsa Holo Malih,äŞÕÇ Íáæ ãáíÍ
Rose Avenu,ÑæÒ Ãİíäæ
Tag Resturant,ãØÚã ÇáÚáÇãÉ
Victoria,İíßÊæÑíÇ
Sama Bahrain,ÓãÇ ÇáÈÍÑíä
Arzaq,ÃÑÒÇŞ
Vaporz Lounge,İÇÈÑæÒ áÇæäÌ
Turath Al-Hadramy Resturant,ãØÚã ÊÑÇË ÇáÍÖÑãí
Falafe Demashq,İáÇİí ÏãÔŞ
Jalsat Dar,ÌáÓÇÊ ÏÇÑ
Beano Bake House,Èíäæ Èíß åÇæÓ
Mazaya Car Wash,ãÒÇíÇ ÛÓíá ÇáÓíÇÑÇÊ
Dragon Vilage,ÇáÊäíä İíáÇÌ
Florate,İáæÑÇÊ
Bahrain plain,Óåá ÇáÈÍÑíä
Mawalstar Restaurant,ãØÚã ãæÇáÓÊÇÑ
Daliya Perfume,ÚØÑ ÇáÏÇáíÇ
mashawi Hamawyah,ãÔæí ÍãÇæíÉ
Hermony Resurant,åíÑãæäí ÑíÓæÑÇäÊ
Stanford Medical,ÓÊÇäİæÑÏ ÇáØÈíÉ
Mr.Sandwich (Bahrain),ãÓÊÑ ÓÇäÏæíÊÔ (ÇáÈÍÑíä)
Signature Factory,ãÕäÚ ÓíÌäÊÔÑ
Classy Gallery,ãÚÑÖ ÃäíŞ
Juice Factory,ãÕäÚ ÇáÚÕÇÆÑ
Mulhim Plas,ãæáíã ÈáÇÓ
Kharob Bashs,ÎÑæÈ ÈÇÔÓ
Nafza Lak,äİÒÉ áÇß
Samer Al-Ali Trading Est.,ãÄÓÓÉ ÓÇãÑ ÇáÚáí ÇáÊÌÇÑíÉ
Nahar Dijla,äåÇÑ ÏÌáÉ
Salman Sweets,ÍáæíÇÊ ÓáãÇä
Pista,ÈíÓÊÇ
Jumla Online,ÌãáÉ Ãæä áÇíä
Sarah Sweet,ÓÇÑÉ ÓæíÊ
Suhail Carwash,Óåíá áÛÓíá ÇáÓíÇÑÇÊ
Waseem Restaurant,ãØÚã æÓíã
Jubail,ÇáÌÈíá
Sweet Juice,ÚÕíÑ Íáæ
House Of Supllements,ÈíÊ ÇáÓæÈáíãäÊÓ
Dr. Drink,ÏßÊæÑ ÏÑíäß
Dukkan Laila,ÏßÇä áíáì
MHD Adhuhan,MHD Adhuhan
Dolma,ÏæáãÇ
Reef Carwash,Ñíİ ßÇÑæÇÔ
Mona Bahrain,ãäì ÇáÈÍÑíä
Abaya Bushiah,ÚÈÇíÉ ÈæÔíÉ
ZM,ZM
Sweet Home,ÓæíÊ åæã
Dubai Discount Palace (Dammam),ŞÕÑ ÏÈí ÏíÓßæäÊ (ÇáÏãÇã)
Amasina Trading Corporation,ÔÑßÉ ÃãÇÓíäÇ ÇáÊÌÇÑíÉ
You Me,ÃäÊ ÃäÇ
Karaca Home,ßÇÑÇÌÇ åæã
Rasasi,ÇáÑÕÇÕí
Family Sweets,ÍáæíÇÊ ÚÇÆáíÉ
Lozo,áæÒæ
Golden Chicken,ÏÌÇÌ ĞåÈí
Dessert Hub Trading,ÍáæíÇÊ åÈ ááÊÌÇÑÉ
Smile Candy,ÇÈÊÓÇãÉ ßÇäÏí
Healthy Style,ÃÓáæÈ ÕÍí
Markaz Riyadh (RMN),ãÑßÒ ÇáÑíÇÖ (RMN)
Harmony Food,åÇÑãæäí İæÏ
Mesob Engineering,åäÏÓÉ ãíÓæÈ
Moamal Pharmacy,ÕíÏáíÉ ãÄãá
Zainab Muabber,ÒíäÈ ãÚÈÑ
Nessma Corner Trading,Ñßä äÓãÉ ááÊÌÇÑÉ
Nawal Coldstore,äæÇá ßæáÏÓÊæÑ
Thouq,ËæŞ
Lahza Restaurant,ãØÚã áÍÙÉ
Smoke House,ÈíÊ ÇáÏÎÇä
Platinum,ÈáÇÊíä
Bent Al-Nor,ÈäÊ ÇáäæÑ
Hatam,ÍÇÊã
Mowasir Center,ãÑßÒ ÇáæÇÓÑ
Rocon Trading,Ñæßæä ááÊÌÇÑÉ
Ghanam Va Ghanam,ÛäÇã İÇ ÛäÇã
Smart Application,ÊØÈíŞ Ğßí
Life Laundry,ÛÓíá ÇáÍíÇÉ
Watco,æÇÊßæ
Violeta,İíæáíÊÇ
Saffron House,ÈíÊ ÇáÒÚİÑÇä
Banana Band,İÑŞÉ ÇáãæÒ
Malhamath Fares,ãÇáåÇãÇË İÇÑÓ
Pawn Coffee,ŞåæÉ ÈíÏŞ
Mesk Health Pharmacy,ÕíÏáíÉ ãÓß ÇáÕÍíÉ
Oxygen,ÃßÓÌíä
Mulhim Auto,ãæáåíã ÃæÊæ
Gasal Restaurant (Red),ãØÚã ÌÓÇá (ÃÍãÑ)
Gazzal Restaurant (Green),ãØÚã ÛÒÇá (ÃÎÖÑ)
Hussain Kitchen,ãØÈÎ ÍÓíä
Fateratak,İØÑÇÊß
Malak For Birds,ãáß ááØíæÑ
Andalus For Make-up,ÇáÃäÏáÓ ááãßíÇÌ
Matnokh,ãÊäæÎ
Kadehm,ßÇÙã
Salim,ÓÇáã
Day And Night Supermarket,ÓæÈÑ ãÇÑßÊ áíáÇ æäåÇÑÇ
Bait Al Shamel,ÈíÊ ÇáÔÇãá
Ctrl P,Ctrl P
Barakat Supermarket,ÈÑßÇÊ ÓæÈÑ ãÇÑßÊ
Khaleeji Restaurant,ãØÚã ÇáÎáíÌí
Technology Bakeries,ãÎÇÈÒ ÇáÊßäæáæÌíÇ
Family Imprint Discounts,ÎÕæãÇÊ ÇáÈÕãÉ ÇáÚÇÆáíÉ
Silat Al-Tawfeer,ÓíáÉ ÇáÊæİíÑ
Nukbah,ÇáäßÈÉ
Rawnaq Medical Center,ãÑßÒ ÑæäŞ ÇáØÈí
Sushi Gallery,ãÚÑÖ ÇáÓæÔí
Moltea Cookies,ÈÓßæíÊ ãæáÊíÇ
Nadeen Fashion,ÃÒíÇÁ äÇÏíä
Family And Friends,ÇáÚÇÆáÉ æÇáÃÕÏŞÇÁ
La Vallee,áÇ İÇáí
Barakat Malabis,ÈÑßÇÊ ãáÇÈÓ
Specialist Juice,ÚÕíÑ ãÊÎÕÕ
Noon,ÇáÙåíÑÉ
International Colors,ÃáæÇä ÚÇáãíÉ
Tahifah,ÇáØåíİÉ
Sobya King,ÓæÈíÇ ßíäÌ
East Sweets,ÍáæíÇÊ ÇáÔÑŞ
Manarat Al-Nader Medical Pharmacy,ÕíÏáíÉ ãäÇÑÉ ÇáäÇÏÑ ÇáØÈíÉ
Amana Al Sharkiah,ÃãÇäÉ ÇáÔÑßíÉ
Lord Charcoal,ÇááæÑÏ İÍã
Shake Sushi,Ôíß ÓæÔí
Ghadah Exchange,ÛÇÏÉ ááÕÑÇİÉ
Millennialeer,Ìíá ÇáÃáİíÉ
Fursan Al-Fakhama,İÑÓÇä ÇáİÎãÉ
Star Sweet,ÓÊÇÑ ÓæíÊ
Nawals Kitchen,ãØÈÎ äæÇáÓ
Bogsha Visitor,ÒÇÆÑ ÈæÛÔÇ
Bader Style,ÃÓáæÈ ÈÏÑ
Vape City,ãÏíäÉ İíÈ
Khyrat,ÎíÑÇÊ
Fish Basket,ÓáÉ ÇáÓãß
Wahat Al-Quds Pharmacy,ÕíÏáíÉ æÇÍÉ ÇáŞÏÓ
OFFSIDE,ÊÓáá
Nakhat Broasted,äÎÊ ÈÑæÓÊÏ
Abduljaleel Al-Musabeh Nuts,ÚÈÏÇáÌáíá ÇáãÕÈÍ ãßÓÑÇÊ
Chinese,ÇáÕíäíÉ
Enabi Grill Restaurant,ãØÚã ÚäÇÈí ÌÑíá
East Lights,ÇáÃÖæÇÁ ÇáÔÑŞíÉ
Shear Tawfir,ÇáŞÕ ÇáÊæİíÑ
Kaaf Humanitarian,ßÇİ ááÎÏãÇÊ ÇáÅäÓÇäíÉ
Sharq Al Wadi Trading Establishment,ãÄÓÓÉ ÔÑŞ ÇáæÇÏí ÇáÊÌÇÑíÉ
Sikkat Karak,ÓßÇÊ ßÑß
Operation and Maintenance Management in Taif,ÅÏÇÑÉ ÇáÊÔÛíá æÇáÕíÇäÉ İí ÇáØÇÆİ
SAF,SAF
ITS,ÇáÂíÇÊ
X-Ray,ÇáÃÔÚÉ ÇáÓíäíÉ
Dukhan Falafel,ÏÎÇä İáÇİá
Book Sweet Book,Book Sweet Book
SOL,Óæá
Grape Leaves And More,æÑŞ ÇáÚäÈ æÇáãÒíÏ
Zankil,Òäßíá
Dawood Al Najar,ÏÇææÏ ÇáäÌÇÑ
Hala Majles,ãÌáÓ åáÇ
Ear Techno,Êßäæ ÇáÃĞä
Ayam Zaman,ÃíÇã ÒãÇä
Candy Shop,ãÊÌÑ ÇáÍáæì
Top Shoes,ÊæÈ ÔæÒ
Egyptian Bread,ÎÈÒ ãÕÑí
AM Al-Khalifa,ÚÈÏ ÇááØíİ Âá ÎáíİÉ
White Line,ÇáÎØ ÇáÃÈíÖ
Care Line Pharmacy,ÕíÏáíÉ ßíÑ áÇíä
ABA,ÇÈÇ
Magic Clean,ãÇÌíß ßáíä
Otto Care,ÃæÊæ ßíÑ
Nana Jiuce,äÇäÇ ÌíæÓí
Avon Cafï¿½,Avon Cafey?1/2
Color of Life,áæä ÇáÍíÇÉ
Dr. Health,ÏßÊæÑ åíáË
Best Touch Car Wash,ÃİÖá ÛÓíá ÓíÇÑÇÊ íÚãá ÈÇááãÓ
Tile Clips,ãŞÇØÚ ÇáÈáÇØ
Red Wings,ÃÌäÍÉ ÍãÑÇÁ
Charity Neighborhood Pharmacy,ÕíÏáíÉ ÇáÍí ÇáÎíÑí
Baba,ÈÇÈÇ
